bioguide_id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,full_state,state,district,geoid,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,wikipedia_id
F000459,Fleischmann,Charles,J.,,Chuck,"Charles J. ""Chuck"" Fleischmann",10/11/62,M,Tennessee,TN,3,4703,Republican,https://fleischmann.house.gov,2410 Rayburn House Office Building; Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,Chuck Fleischmann
R000582,Roe,David,P.,,Phil,David P. Roe,7/21/45,M,Tennessee,TN,1,4701,Republican,https://roe.house.gov,102 Cannon House Office Building; Washington DC 20515-4201,202-225-6356,,,DrPhilRoe,DrPhilRoe,drphilroe,UC8muYurPSNO8x2Qqk40mVOA,Phil Roe (politician)
K000392,Kustoff,David,,,,David Kustoff,10/8/66,M,Tennessee,TN,8,4708,Republican,https://kustoff.house.gov,523 Cannon House Office Building; Washington DC 20515-4208,202-225-4714,,,repdavidkustoff,RepDavidKustoff,,UCK6U4plOKKMrCjv_h59spGQ,David Kustoff
B001309,Burchett,Tim,,,,Tim Burchett,8/25/64,M,Tennessee,TN,2,4702,Republican,https://burchett.house.gov,1122 Longworth House Office Building; Washington DC 20515-4202,202-225-5435,,,RepTimBurchett,,,,Tim Burchett
R000612,Rose,John,W.,,,John W. Rose,2/23/65,M,Tennessee,TN,6,4706,Republican,https://johnrose.house.gov,1232 Longworth House Office Building; Washington DC 20515-4206,202-225-4231,,,RepJohnRose,,,,John Rose (Tennessee politician)
G000590,Green,Mark,E.,,,Mark E. Green,11/8/64,M,Tennessee,TN,7,4707,Republican,https://markgreen.house.gov,533 Cannon House Office Building; Washington DC 20515-4207,202-225-2811,,,RepMarkGreen,,,,Mark E. Green
B000755,Brady,Kevin,P.,,,Kevin Brady,4/11/55,M,Texas,TX,8,4808,Republican,https://kevinbrady.house.gov,1011 Longworth House Office Building; Washington DC 20515-4308,202-225-4901,,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,RepKevinBrady,kevinbrady,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA,Kevin Brady
B001248,Burgess,Michael,C.,,,Michael C. Burgess,12/23/50,M,Texas,TX,26,4826,Republican,https://burgess.house.gov,2161 Rayburn House Office Building; Washington DC 20515-4326,202-225-7772,,http://burgess.house.gov/news/rss.aspx,MichaelCBurgess,michaelcburgess,michaelcburgessmd,UCvvO8lo-Nkc31cEEElqQvQw,Michael C. Burgess
C001051,Carter,John,R.,,,John R. Carter,11/6/41,M,Texas,TX,31,4831,Republican,https://carter.house.gov,2110 Rayburn House Office Building; Washington DC 20515-4331,202-225-3864,,http://carter.house.gov/common/rss/?rss=40,JudgeCarter,judgecarter,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,John Carter (Texas politician)
C001062,Conaway,K.,Michael,,,K. Michael Conaway,6/11/48,M,Texas,TX,11,4811,Republican,https://conaway.house.gov,2469 Rayburn House Office Building; Washington DC 20515-4311,202-225-3605,,,ConawayTX11,mike.conaway,mikeconaway11,UCR3dhwhVfxmmqv6ct2Xa1-g,Mike Conaway
C001063,Cuellar,Henry,,,,Henry Cuellar,9/19/55,M,Texas,TX,28,4828,Democrat,https://cuellar.house.gov,2372 Rayburn House Office Building; Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,1.53E+11,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,Henry Cuellar
D000399,Doggett,Lloyd,A.,,,Lloyd Doggett,10/6/46,M,Texas,TX,35,4835,Democrat,https://doggett.house.gov,2307 Rayburn House Office Building; Washington DC 20515-4335,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,Lloyd Doggett
F000461,Flores,Bill,,,,Bill Flores,2/25/54,M,Texas,TX,17,4817,Republican,https://flores.house.gov,2228 Rayburn House Office Building; Washington DC 20515-4317,202-225-6105,,http://flores.house.gov/common/rss//index.cfm?rss=25,RepBillFlores,RepBillFlores,RepBillFlores,UCA7MgQ_ccBlCqoxV56B6nmA,Bill Flores
G000552,Gohmert,Louie,B.,Jr.,,Louie Gohmert,8/18/53,M,Texas,TX,1,4801,Republican,https://gohmert.house.gov,2267 Rayburn House Office Building; Washington DC 20515-4301,202-225-3035,,http://gohmert.house.gov/news/rss.aspx,RepLouieGohmert,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,Louie Gohmert
G000377,Granger,Kay,,,,Kay Granger,1/18/43,F,Texas,TX,12,4812,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building; Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,Kay Granger
G000553,Green,Alabama,,,,Al Green,9/1/47,M,Texas,TX,9,4809,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building; Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,Al Green (politician)
J000032,Jackson Lee,Sheila,,,,Sheila Jackson Lee,1/12/50,F,Texas,TX,18,4818,Democrat,https://jacksonlee.house.gov,2079 Rayburn House Office Building; Washington DC 20515-4318,202-225-3816,,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,Sheila Jackson Lee
J000126,Johnson,Eddie,Bernice,,,Eddie Bernice Johnson,12/3/35,F,Texas,TX,30,4830,Democrat,https://ebjohnson.house.gov,2306 Rayburn House Office Building; Washington DC 20515-4330,202-225-8885,,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,Eddie Bernice Johnson
M001158,Marchant,Kenny,Ewell,,,Kenny Marchant,2/23/51,M,Texas,TX,24,4824,Republican,https://marchant.house.gov,2304 Rayburn House Office Building; Washington DC 20515-4324,202-225-6605,,http://marchant.house.gov/news/rss.aspx,RepKenMarchant,RepKennyMarchant,RepKennyMarchant,UCQpnTMp5TdTRWEes8cjIfyQ,Kenny Marchant
M001157,McCaul,Michael,T.,,,Michael T. McCaul,1/14/62,M,Texas,TX,10,4810,Republican,https://mccaul.house.gov,2001 Rayburn House Office Building; Washington DC 20515-4310,202-225-2401,,,RepMcCaul,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,Michael McCaul
O000168,Olson,Pete,,,,Pete Olson,12/9/62,M,Texas,TX,22,4822,Republican,https://olson.house.gov,2133 Rayburn House Office Building; Washington DC 20515-4322,202-225-5951,,feed://olson.house.gov/common/rss/?rss=82,RepPeteOlson,Rep.PeteOlson,,,Pete Olson
T000238,Thornberry,Mac,M.,,,Mac Thornberry,7/15/58,M,Texas,TX,13,4813,Republican,https://thornberry.house.gov,2208 Rayburn House Office Building; Washington DC 20515-4313,202-225-3706,,,MacTXPress,repmacthornberry,RepMacThornberry,UCIfCqubtIZnQDwDS8YNmL2A,Mac Thornberry
W000814,Weber,Randy,K.,,,"Randy K. Weber, Sr.",7/2/53,M,Texas,TX,14,4814,Republican,https://weber.house.gov,107 Cannon House Office Building; Washington DC 20515-4314,202-225-2831,,http://weber.house.gov/rss.xml,TXRandy14,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,Randy Weber
C001091,Castro,Joaquin,,,,Joaquin Castro,9/16/74,M,Texas,TX,20,4820,Democrat,https://castro.house.gov,2241 Rayburn House Office Building; Washington DC 20515-4320,202-225-3236,,http://castro.house.gov/rss.xml,JoaquinCastrotx,3.26E+14,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,Joaquín Castro
W000816,Williams,Roger,,,,Roger Williams,9/13/49,M,Texas,TX,25,4825,Republican,https://williams.house.gov,1708 Longworth House Office Building; Washington DC 20515-4325,202-225-9896,,http://williams.house.gov/rss.xml,RepRWilliams,RepRogerWilliams,,UCBtfmMMQarjtLB9U_pWMOhw,Roger Williams (American politician)
V000131,Veasey,Marc,A.,,,Marc A. Veasey,1/3/71,M,Texas,TX,33,4833,Democrat,https://veasey.house.gov,2348 Rayburn House Office Building; Washington DC 20515-4333,202-225-9897,,http://veasey.house.gov/rss.xml,RepVeasey,CongressmanMarcVeasey,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,Marc Veasey
V000132,Vela,Filemon,,,,Filemon Vela,2/13/63,M,Texas,TX,34,4834,Democrat,https://vela.house.gov,307 Cannon House Office Building; Washington DC 20515-4334,202-225-9901,,http://vela.house.gov/rss.xml,RepFilemonVela,USCongressmanFilemonVela,RepFilemonVela,,Filemon Vela Jr.
R000601,Ratcliffe,John,,,,John Ratcliffe,10/20/65,M,Texas,TX,4,4804,Republican,https://ratcliffe.house.gov,223 Cannon House Office Building; Washington DC 20515-4304,202-225-6673,,,RepRatcliffe,RepRatcliffe,,UCo37eRsRga4fUYijDa6j6oA,John Ratcliffe (American politician)
H001073,Hurd,Will,,,,Will Hurd,8/19/77,M,Texas,TX,23,4823,Republican,https://hurd.house.gov,317 Cannon House Office Building; Washington DC 20515-4323,202-225-4511,,,hurdonthehill,HurdOnTheHill,,UCjWcn2lgGCZbwPs6lKxlziQ,Will Hurd
B001291,Babin,Brian,,,,Brian Babin,3/23/48,M,Texas,TX,36,4836,Republican,https://babin.house.gov,2236 Rayburn House Office Building; Washington DC 20515-4336,202-225-1555,,,RepBrianBabin,RepBrianBabin,,UCPVEZgw-VbDRbLV1MRGVQNQ,Brian Babin
G000581,Gonzalez,Vicente,,,,Vicente Gonzalez,9/4/67,M,Texas,TX,15,4815,Democrat,https://gonzalez.house.gov,113 Cannon House Office Building; Washington DC 20515-4315,202-225-2531,,,RepGonzalez,USCongressmanVicenteGonzalez,,UC5H6oYLKQ_xIXO5CG7fh4hw,Vicente Gonzalez (politician)
A000375,Arrington,Jodey,,,,Jodey C. Arrington,3/9/72,M,Texas,TX,19,4819,Republican,https://arrington.house.gov,1029 Longworth House Office Building; Washington DC 20515-4319,202-225-4005,,,RepArrington,JodeyArrington,,,Jodey Arrington
C001115,Cloud,Michael,,,,Michael Cloud,5/13/75,M,Texas,TX,27,4827,Republican,https://cloud.house.gov,1314 Longworth House Office Building; Washington DC 20515-4327,202-225-7742,,,RepCloudTX,,,,Michael Cloud
C001120,Crenshaw,Dan,,,,Dan Crenshaw,3/14/84,M,Texas,TX,2,4802,Republican,https://crenshaw.house.gov,413 Cannon House Office Building; Washington DC 20515-4302,202-225-6565,,,RepDanCrenshaw,,,,Dan Crenshaw
T000479,Taylor,Van,,,,Van Taylor,8/1/72,M,Texas,TX,3,4803,Republican,https://vantaylor.house.gov,1404 Longworth House Office Building; Washington DC 20515-4303,202-225-4201,,,RepVanTaylor,,,,Van Taylor
G000589,Gooden,Lance,,,,Lance Gooden,12/1/82,M,Texas,TX,5,4805,Republican,https://gooden.house.gov,425 Cannon House Office Building; Washington DC 20515-4305,202-225-3484,,,RepLanceGooden,,,,Lance Gooden
W000827,Wright,Ron,,,,Ron Wright,4/8/53,M,Texas,TX,6,4806,Republican,https://wright.house.gov,428 Cannon House Office Building; Washington DC 20515-4306,202-225-2002,,,RepRonWright,,,,Ron Wright (politician)
F000468,Fletcher,Lizzie,,,,Lizzie Fletcher,2/13/75,F,Texas,TX,7,4807,Democrat,https://fletcher.house.gov,1429 Longworth House Office Building; Washington DC 20515-4307,202-225-2571,,,RepFletcher,,,,Lizzie Pannill Fletcher
E000299,Escobar,Veronica,,,,Veronica Escobar,9/15/69,F,Texas,TX,16,4816,Democrat,https://escobar.house.gov,1505 Longworth House Office Building; Washington DC 20515-4316,202-225-4831,,,RepEscobar,,,,Veronica Escobar
R000614,Roy,Chip,,,,Chip Roy,8/7/72,M,Texas,TX,21,4821,Republican,https://roy.house.gov,1319 Longworth House Office Building; Washington DC 20515-4321,202-225-4236,,,RepChipRoy,,,,Chip Roy
G000587,Garcia,Sylvia,R.,,,Sylvia R. Garcia,9/6/50,F,Texas,TX,29,4829,Democrat,https://sylviagarcia.house.gov,1620 Longworth House Office Building; Washington DC 20515-4329,202-225-1688,,,RepSylviaGarcia,,,,Sylvia Garcia
A000376,Allred,Colin,Z.,,,Colin Z. Allred,4/15/83,M,Texas,TX,32,4832,Democrat,https://allred.house.gov,328 Cannon House Office Building; Washington DC 20515-4332,202-225-2231,,,RepColinAllred,,,,Colin Allred
B001250,Bishop,Rob,,,,Rob Bishop,7/13/51,M,Utah,UT,1,4901,Republican,https://robbishop.house.gov,123 Cannon House Office Building; Washington DC 20515-4401,202-225-0453,,http://robbishop.house.gov/news/rss.aspx,RepRobBishop,RepRobBishop,CongressmanBishop,UCJC2BXNGQEUom7Tp7FKfxlQ,Rob Bishop
S001192,Stewart,Chris,,,,Chris Stewart,7/15/60,M,Utah,UT,2,4902,Republican,https://stewart.house.gov,2242 Rayburn House Office Building; Washington DC 20515-4402,202-225-9730,,http://stewart.house.gov/rss.xml,RepChrisStewart,RepChrisStewart,repchrisstewart,UCKYqzTvmQVWys-WhrCkbyPw,Chris Stewart (politician)
C001114,Curtis,John,,,,John R. Curtis,5/10/60,M,Utah,UT,3,4903,Republican,https://curtis.house.gov,125 Cannon House Office Building; Washington DC 20515-4403,202-225-7751,,,RepJohnCurtis,RepJohnCurtis,,UChAQ4MD-HigmGnImSoAKBVA,John Curtis (American politician)
M001209,McAdams,Ben,,,,Ben McAdams,12/5/74,M,Utah,UT,4,4904,Democrat,https://mcadams.house.gov,130 Cannon House Office Building; Washington DC 20515-4404,202-225-3011,,,RepBenMcAdams,,,,Ben McAdams
W000800,Welch,Peter,,,,Peter Welch,5/2/47,M,Vermont,VT,0,5000,Democrat,https://welch.house.gov,2187 Rayburn House Office Building; Washington DC 20515-4500,202-225-4115,,http://www.welch.house.gov/index.php?format=feed&amp;type=rss,PeterWelch,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,Peter Welch
P000610,Plaskett,Stacey,,,,Stacey E. Plaskett,5/13/66,F,Virgin Islands,VI,0,0700,Democrat,https://plaskett.house.gov,2404 Rayburn House Office Building; Washington DC 20515-5500,202-225-1790,,,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,Stacey Plaskett
C001078,Connolly,Gerald,E.,,,Gerald E. Connolly,3/30/50,M,Virginia,VA,11,5111,Democrat,https://connolly.house.gov,2238 Rayburn House Office Building; Washington DC 20515-4611,202-225-1492,,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,Gerry Connolly
G000568,Griffith,H.,Morgan,,,H. Morgan Griffith,3/15/58,M,Virginia,VA,9,5109,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building; Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,Morgan Griffith
S000185,Scott,Robert,C.,,Bobby,"Robert C. ""Bobby"" Scott",4/30/47,M,Virginia,VA,3,5103,Democrat,https://bobbyscott.house.gov,1201 Longworth House Office Building; Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,Bobby Scott (politician)
W000804,Wittman,Robert,J.,,,Robert J. Wittman,2/3/59,M,Virginia,VA,1,5101,Republican,https://wittman.house.gov,2055 Rayburn House Office Building; Washington DC 20515-4601,202-225-4261,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RobWittman,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,Rob Wittman
B001292,Beyer,Donald,,,,"Donald S. Beyer, Jr.",6/20/50,M,Virginia,VA,8,5108,Democrat,https://beyer.house.gov,1119 Longworth House Office Building; Washington DC 20515-4608,202-225-4376,,,RepDonBeyer,RepDonBeyer,,UCPJGVbOVcAVGiBwq8qr_T9w,Don Beyer
M001200,McEachin,A.,Donald,,,A. Donald McEachin,10/10/61,M,Virginia,VA,4,5104,Democrat,https://mceachin.house.gov,314 Cannon House Office Building; Washington DC 20515-4604,202-225-6365,,,RepMcEachin,RepMcEachin,,UCMoPYHuZ3fZho0ZixZCfiFg,Donald McEachin
L000591,Luria,Elaine,G.,,,Elaine G. Luria,8/15/75,F,Virginia,VA,2,5102,Democrat,https://luria.house.gov,534 Cannon House Office Building; Washington DC 20515-4602,202-225-4215,,,RepElaineLuria,,,,Elaine Luria
R000611,Riggleman,Denver,,,,Denver Riggleman,3/1/70,M,Virginia,VA,5,5105,Republican,https://riggleman.house.gov,1022 Longworth House Office Building; Washington DC 20515-4605,202-225-4711,,,RepRiggleman,,,,Denver Riggleman
C001118,Cline,Ben,,,,Ben Cline,2/29/72,M,Virginia,VA,6,5106,Republican,https://cline.house.gov,1009 Longworth House Office Building; Washington DC 20515-4606,202-225-5431,,,RepBenCline,,,,Ben Cline
S001209,Spanberger,Abigail,Davis,,,Abigail Davis Spanberger,8/7/79,F,Virginia,VA,7,5107,Democrat,https://spanberger.house.gov,1239 Longworth House Office Building; Washington DC 20515-4607,202-225-2815,,,RepSpanberger,,,,Abigail Spanberger
W000825,Wexton,Jennifer,,,,Jennifer Wexton,5/27/68,F,Virginia,VA,10,5110,Democrat,https://wexton.house.gov,1217 Longworth House Office Building; Washington DC 20515-4610,202-225-5136,,,RepWexton,,,,Jennifer Wexton
H001056,Herrera Beutler,Jaime,,,,Jaime Herrera Beutler,11/3/78,F,Washington,WA,3,5303,Republican,https://herrerabeutler.house.gov,2352 Rayburn House Office Building; Washington DC 20515-4703,202-225-3536,,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,Jaime Herrera Beutler
L000560,Larsen,Rick,,,,Rick Larsen,6/15/65,M,Washington,WA,2,5302,Democrat,https://larsen.house.gov,2113 Rayburn House Office Building; Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,Rick Larsen
M001159,McMorris Rodgers,Cathy,,,,Cathy McMorris Rodgers,5/22/69,F,Washington,WA,5,5305,Republican,https://mcmorris.house.gov,1035 Longworth House Office Building; Washington DC 20515-4705,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,Cathy McMorris Rodgers
S000510,Smith,Adam,,,,Adam Smith,6/15/65,M,Washington,WA,9,5309,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building; Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,Adam Smith (politician)
D000617,DelBene,Suzan,K.,,,Suzan K. DelBene,2/17/62,F,Washington,WA,1,5301,Democrat,https://delbene.house.gov,2330 Rayburn House Office Building; Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,Suzan DelBene
K000381,Kilmer,Derek,,,,Derek Kilmer,1/1/74,M,Washington,WA,6,5306,Democrat,https://kilmer.house.gov,1410 Longworth House Office Building; Washington DC 20515-4706,202-225-5916,,http://kilmer.house.gov/rss.xml,RepDerekKilmer,derek.kilmer,,,Derek Kilmer
H001064,Heck,Denny,,,,Denny Heck,7/29/52,M,Washington,WA,10,5310,Democrat,https://dennyheck.house.gov,2452 Rayburn House Office Building; Washington DC 20515-4710,202-225-9740,,http://dennyheck.house.gov/rss.xml,RepDennyHeck,CongressmanDennyHeck,RepDennyHeck,UCU89cl5_yhHzo-oTHiEyaRg,Denny Heck
N000189,Newhouse,Dan,,,,Dan Newhouse,7/10/55,M,Washington,WA,4,5304,Republican,https://newhouse.house.gov,1414 Longworth House Office Building; Washington DC 20515-4704,202-225-5816,,,RepNewhouse,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw,Dan Newhouse
J000298,Jayapal,Pramila,,,,Pramila Jayapal,9/21/65,F,Washington,WA,7,5307,Democrat,https://jayapal.house.gov,1510 Longworth House Office Building; Washington DC 20515-4707,202-225-3106,,,RepJayapal,RepJayapal,,UCmyD0_-2Oowkfwc_Raghclw,Pramila Jayapal
S001216,Schrier,Kim,,,,Kim Schrier,8/23/68,F,Washington,WA,8,5308,Democrat,https://schrier.house.gov,1123 Longworth House Office Building; Washington DC 20515-4708,202-225-7761,,,RepKimSchrier,,,,Kim Schrier
M001180,McKinley,David,B.,,,David B. McKinley,3/28/47,M,West Virginia,WV,1,5401,Republican,https://mckinley.house.gov,2239 Rayburn House Office Building; Washington DC 20515-4801,202-225-4172,,http://mckinley.house.gov/common/rss//index.cfm?rss=49,RepMcKinley,RepMcKinley,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,David McKinley
M001195,Mooney,Alex,,,,Alexander X. Mooney,6/5/71,M,West Virginia,WV,2,5402,Republican,https://mooney.house.gov,2440 Rayburn House Office Building; Washington DC 20515-4802,202-225-2711,,,RepAlexMooney,CongressmanAlexMooney,,UCw9CGkF4Re3areluI43TGyA,Alex Mooney
M001205,Miller,Carol,D.,,,Carol D. Miller,11/4/50,F,West Virginia,WV,3,5403,Republican,https://miller.house.gov,1605 Longworth House Office Building; Washington DC 20515-4803,202-225-3452,,,RepCarolMiller,,,,Carol Miller (politician)
K000188,Kind,Ron,James,,,Ron Kind,3/16/63,M,Wisconsin,WI,3,5503,Democrat,https://kind.house.gov,1502 Longworth House Office Building; Washington DC 20515-4903,202-225-5506,,http://kind.house.gov/common/rss/?rss=52,RepRonKind,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,Ron Kind
M001160,Moore,Gwen,,,,Gwen Moore,4/18/51,F,Wisconsin,WI,4,5504,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building; Washington DC 20515-4904,202-225-4572,,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,Gwen Moore
S000244,Sensenbrenner,F.,James,Jr.,,"F. James Sensenbrenner, Jr.",6/14/43,M,Wisconsin,WI,5,5505,Republican,https://sensenbrenner.house.gov,2449 Rayburn House Office Building; Washington DC 20515-4905,202-225-5101,,http://sensenbrenner.house.gov/news/rss.aspx,JimPressOffice,RepSensenbrenner,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,Jim Sensenbrenner
P000607,Pocan,Mark,,,,Mark Pocan,8/14/64,M,Wisconsin,WI,2,5502,Democrat,https://pocan.house.gov,1421 Longworth House Office Building; Washington DC 20515-4902,202-225-2906,,http://pocan.house.gov/rss.xml,RepMarkPocan,repmarkpocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,Mark Pocan
G000576,Grothman,Glenn,,,,Glenn Grothman,7/3/55,M,Wisconsin,WI,6,5506,Republican,https://grothman.house.gov,1427 Longworth House Office Building; Washington DC 20515-4906,202-225-2476,,,RepGrothman,RepGrothman,,UCui4k83Cot4aeVW_8T33fgg,Glenn Grothman
G000579,Gallagher,Mike,,,,Mike Gallagher,3/3/84,M,Wisconsin,WI,8,5508,Republican,https://gallagher.house.gov,1230 Longworth House Office Building; Washington DC 20515-4908,202-225-5665,,,RepGallagher,RepMikeGallagher,,,Mike Gallagher (American politician)
S001213,Steil,Bryan,,,,Bryan Steil,3/30/81,M,Wisconsin,WI,1,5501,Republican,https://steil.house.gov,1408 Longworth House Office Building; Washington DC 20515-4901,202-225-3031,,,RepBryanSteil,,,,Bryan Steil
C001109,Cheney,Liz,,,,Liz Cheney,7/28/66,F,Wyoming,WY,0,5600,Republican,https://cheney.house.gov,416 Cannon House Office Building; Washington DC 20515-5000,202-225-2311,,,RepLizCheney,replizcheney,,UCvL57Zp99QdDllF-KGziUAA,Liz Cheney
R000600,Amata,Aumua,,,,Aumua Amata Coleman Radewagen,12/29/47,F,American Samoa,AS,0,6000,Republican,https://radewagen.house.gov,1339 Longworth House Office Building; Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,Amata Coleman Radewagen
S001204,San Nicolas,Michael,F. Q.,,,Michael F. Q. San Nicolas,1/30/81,M,GU,GU,0,6900,Democrat,https://sannicolas.house.gov,1632 Longworth House Office Building; Washington DC 20515-5301,202-225-1188,,,GuamCongressman,CongressmanMichaelF.Q.SanNicolas,,UCVroMJWH3jsh4shPSlp24sw,Michael San Nicolas
S001177,Sablan,Gregorio,Kilili Camacho,,,Gregorio Kilili Camacho Sablan,1/19/55,M,Northern Mariana Islands,MP,0,7200,Democrat,https://sablan.house.gov,2411 Rayburn House Office Building; Washington DC 20515-5201,202-225-2646,,http://sablan.house.gov/rss.xml,Kilili_Sablan,1.53E+11,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,Gregorio Sablan
